,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
540,no,unknown,304.0,25,3,other,0,4,H,60.0,3,2, sales executive ,4,single,18686,1,no,22,4,3,0,6,5,3,6,0,1,4,1989,unknown,7269
541,no,unknown,121.0,2,4,unknown,804,3,M,86.0,2,1, research scientist ,1,unknown,7530,1,unknown,11,0,3,0,6,3,3,6,0,1,3,1989,yes,804
542,no,unknown,950.0,7,3,other,0,3,H,59.0,3,3, manufacturing director ,3,single,18869,3,no,21,4,2,0,17,3,4,8,0,1,6,1988,no,16282
543,no,unknown,1343.0,16,1,medical,856,16,M,53.0,2,1, research scientist ,1,unknown,17852,1,unknown,11,3,4,0,6,3,2,6,0,1,1,1988,no,856
544,no,unknown,827.0,1,4,unknown,998,3,M,84.0,4,2, healthcare representative ,2,married,20161,1,yes,13,3,1,1,0,2,3,6,0,1,2,1990,yes,998
545,no,unknown,1107.0,28,4,life sciences,1120,3,M,93.0,3,1, research scientist ,4,divorced,26968,4,no,22,4,1,1,11,1,3,7,0,1,7,1994,no,1120
546,no,travel frequently,490.0,10,3,unknown,1143,4,M,61.0,3,1, research scientist ,2,divorced,17940,0,no,14,3,4,2,8,2,2,7,0,1,1,1994,yes,1143
547,no,unknown,1400.0,9,1,life sciences,0,2,M,70.0,3,2, sales executive ,3,married,5829,1,unknown,20,4,1,0,0,3,2,6,0,1,3,1989,no,14670
548,no,travel rarely,1179.0,19,4,medical,0,4,H,78.0,2,1, laboratory technician ,1,married,12449,1,unknown,12,3,3,3,6,2,3,6,0,3,3,1995,no,17809
549,no,unknown,1117.0,2,1,life sciences,0,1,M,72.0,4,1, research scientist ,4,married,19982,1,unknown,13,3,4,1,10,5,3,10,0,7,7,1979,no,7162
550,no,travel rarely,1332.0,11,2,unknown,1251,3,H,80.0,3,2, healthcare representative ,1,married,17089,1,yes,12,0,4,0,6,2,2,6,0,0,1,1992,no,1251
551,no,unknown,583.0,4,2,life sciences,0,3,H,53.0,3,1, research scientist ,4,unknown,9973,1,yes,20,4,2,0,0,2,2,8,0,2,2,1997,no,17804
552,no,travel rarely,465.0,1,3,unknown,1438,1,H,74.0,3,1, research scientist ,4,unknown,10205,7,no,12,3,3,1,17,2,2,6,0,1,2,1976,yes,1438
553,no,unknown,1413.0,5,2,unknown,0,3,H,84.0,4,1, laboratory technician ,3,single,25470,0,no,14,3,1,0,7,2,1,6,0,1,3,1986,no,2917
554,no,unknown,1200.0,1,4,unknown,1574,4,H,66.0,3,2, research scientist ,1,married,25174,4,unknown,14,3,2,1,9,3,2,6,0,1,2,1991,yes,1574
555,no,unknown,977.0,2,3,medical,1671,4,H,45.0,3,2, research scientist ,2,divorced,25518,0,no,13,3,3,2,10,4,2,9,0,1,6,1991,yes,1671
556,no,non-travel,530.0,16,3,life sciences,0,3,M,36.0,3,2, sales executive ,4,unknown,16130,1,yes,25,4,3,1,7,2,3,6,0,1,2,1990,no,11297
557,yes,unknown,1093.0,9,3,unknown,0,3,H,82.0,1,4, sales executive ,3,married,24164,7,no,11,0,3,0,25,3,1,23,0,14,10,1976,unknown,1054
558,yes,unknown,1102.0,1,2,unknown,0,2,M,94.0,3,2, sales executive ,4,unknown,19479,8,yes,11,3,1,0,8,0,1,6,0,0,5,1982,no,13696
559,no,travel rarely,809.0,16,3,medical,0,1,H,84.0,4,1, laboratory technician ,2,married,16479,0,unknown,13,3,3,1,6,5,3,5,0,0,3,1988,no,8490
560,no,travel rarely,1328.0,2,3,life sciences,94,3,H,76.0,3,1, research scientist ,2,married,4956,0,no,23,4,4,1,0,3,3,5,0,0,4,1994,no,94
561,no,travel rarely,548.0,1,3,life sciences,0,2,H,66.0,3,2, research scientist ,2,unknown,7346,1,no,17,3,2,2,10,3,3,10,0,0,9,1991,yes,10054
562,no,travel rarely,1214.0,1,3,medical,0,2,H,30.0,2,1, research scientist ,3,single,26278,1,no,18,3,1,0,6,3,3,6,0,0,4,1988,no,19810
563,no,unknown,797.0,13,3,unknown,112,4,H,66.0,1,3, manufacturing director ,4,unknown,21698,4,no,11,3,1,0,37,3,2,6,0,0,2,1967,yes,112
564,no,unknown,120.0,4,3,medical,129,2,H,43.0,3,2, sales executive ,3,unknown,8863,1,unknown,15,3,2,0,5,3,4,5,0,0,4,1995,unknown,129
565,yes,travel rarely,240.0,5,3,unknown,142,3,H,46.0,2,2, sales executive ,3,single,26959,1,yes,11,3,4,0,0,1,3,6,0,0,3,1998,unknown,142
566,yes,unknown,441.0,14,4,life sciences,161,2,M,72.0,3,1, research scientist ,2,unknown,4510,9,unknown,18,3,1,3,7,2,3,5,0,4,3,1967,unknown,161
567,no,unknown,841.0,6,3,unknown,164,3,M,46.0,2,1, research scientist ,2,married,23300,1,unknown,19,3,3,0,5,3,2,5,0,4,3,1997,no,164
568,yes,unknown,1033.0,9,3,medical,190,1,M,41.0,3,1, laboratory technician ,1,unknown,10224,7,no,22,4,1,0,0,2,4,5,0,0,4,1991,no,190
569,no,travel rarely,797.0,18,3,life sciences,194,1,M,75.0,3,1, research scientist ,3,single,23910,1,no,14,3,3,0,0,4,2,5,0,0,4,1993,yes,194
570,no,travel rarely,1452.0,11,3,unknown,226,3,M,53.0,3,5, manager ,2,unknown,17053,3,unknown,15,3,2,0,0,5,3,5,0,4,4,1973,no,226
571,no,unknown,120.0,6,5,life sciences,231,3,H,43.0,3,1, research scientist ,3,unknown,12430,3,no,20,4,1,0,8,2,0,5,0,1,4,1991,no,231
572,no,travel rarely,1268.0,4,2,unknown,240,3,M,30.0,3,2, sales executive ,1,unknown,6319,4,unknown,11,3,1,1,9,3,4,5,0,0,3,1978,no,240
573,no,unknown,797.0,7,3,unknown,262,4,H,37.0,4,1, research scientist ,4,divorced,5228,4,no,14,3,4,3,7,3,4,5,0,2,2,1980,yes,262
574,yes,unknown,121.0,27,3,marketing,283,2,M,35.0,3,3, sales executive ,4,married,24525,1,unknown,22,4,4,3,10,3,2,10,0,1,9,1994,unknown,283
575,no,non-travel,797.0,1,4,medical,308,3,H,90.0,1,2, manufacturing director ,3,unknown,4381,0,unknown,12,3,4,1,6,2,3,5,0,1,4,1992,unknown,308
576,yes,unknown,813.0,14,3,unknown,325,3,H,58.0,3,1, laboratory technician ,4,married,22149,5,yes,13,3,3,1,8,2,1,5,0,0,4,1990,no,325
577,yes,unknown,307.0,29,2,unknown,355,3,H,71.0,2,1, laboratory technician ,2,unknown,11652,0,no,11,3,2,0,0,2,4,5,0,1,4,1992,unknown,355
578,no,unknown,228.0,6,4,unknown,378,3,H,66.0,3,2, sales executive ,4,unknown,22825,4,no,14,3,2,1,0,5,4,5,0,0,1,1986,yes,378
579,no,unknown,797.0,4,1,unknown,0,1,H,96.0,3,5, research director ,2,divorced,15815,3,no,14,3,1,2,28,4,2,10,0,1,6,1973,no,3452
580,no,travel frequently,555.0,26,3,unknown,0,3,M,77.0,3,4, sales executive ,2,married,14864,5,unknown,14,3,4,1,0,2,0,20,0,4,8,1981,yes,10807
581,no,unknown,1377.0,2,3,unknown,0,4,H,74.0,3,2, sales executive ,3,unknown,5242,1,yes,11,3,1,0,5,3,3,5,0,0,4,1996,yes,14193
582,no,non-travel,210.0,1,1,marketing,449,3,H,73.0,3,2, sales executive ,2,unknown,22107,0,yes,13,3,4,1,0,0,0,5,0,1,4,1996,unknown,449
583,no,travel rarely,483.0,6,3,unknown,466,4,H,66.0,2,2, manufacturing director ,2,single,10110,6,yes,15,3,4,0,0,3,3,5,0,1,2,1982,unknown,466
584,no,travel rarely,921.0,10,3,medical,486,3,M,98.0,3,1, laboratory technician ,1,unknown,17663,6,no,20,4,2,1,0,3,3,5,4,0,3,1986,yes,486
585,yes,unknown,575.0,22,2,unknown,492,22,H,68.0,2,2, sales executive ,3,unknown,6110,2,yes,12,3,1,2,8,6,3,6,0,1,0,1983,yes,492
586,no,unknown,1311.0,2,3,unknown,505,3,M,97.0,3,4, manager ,4,single,23258,2,yes,13,3,3,0,0,2,3,5,0,1,2,1968,no,505
587,yes,travel frequently,575.0,3,1,unknown,510,3,H,73.0,3,1, research scientist ,1,unknown,6582,0,unknown,22,4,3,0,0,2,3,6,0,0,4,1997,yes,510
588,no,travel rarely,759.0,2,2,marketing,0,4,M,46.0,3,2, sales executive ,2,divorced,22553,7,unknown,12,3,3,2,0,5,3,5,0,1,3,1983,yes,13984
589,no,unknown,891.0,4,2,unknown,527,2,M,99.0,2,2, sales executive ,4,single,12090,1,yes,11,3,2,0,5,3,3,5,0,1,3,1998,no,527
590,no,unknown,1082.0,12,3,unknown,0,2,M,83.0,3,2, sales executive ,3,single,19558,0,no,11,0,2,0,0,6,3,5,0,4,4,1993,yes,12909
591,no,travel rarely,319.0,32,3,unknown,0,4,H,66.0,2,3, manufacturing director ,3,married,19609,2,unknown,14,0,3,0,0,4,3,5,0,0,4,1971,no,14562
592,no,travel frequently,532.0,12,2,unknown,547,1,M,92.0,3,2, research scientist ,3,unknown,12932,2,no,11,3,2,1,19,3,3,5,0,0,2,1981,no,547
593,no,travel rarely,317.0,2,3,life sciences,548,3,M,43.0,1,2, manufacturing director ,4,unknown,24793,2,no,20,4,3,0,11,2,3,5,0,0,2,1993,yes,548
594,no,travel rarely,144.0,22,3,life sciences,577,4,H,46.0,1,1, laboratory technician ,3,single,19225,0,no,15,3,3,0,0,2,3,5,0,4,3,1988,no,577
595,no,travel rarely,688.0,7,3,unknown,0,3,H,44.0,2,3, manager ,4,divorced,25291,9,unknown,21,4,3,1,10,3,2,5,0,0,1,1992,unknown,18405
596,no,travel rarely,195.0,1,3,unknown,0,1,M,80.0,3,2, sales executive ,3,single,6698,1,unknown,16,3,4,0,5,3,3,5,0,0,3,1988,yes,9968
597,no,unknown,622.0,13,1,unknown,0,2,H,40.0,3,1, sales representative ,3,unknown,26376,1,unknown,11,3,3,0,7,1,3,7,0,0,6,1998,unknown,13474
598,no,travel rarely,646.0,9,4,unknown,679,1,M,92.0,3,2, research scientist ,4,married,18089,1,unknown,12,3,4,1,6,2,0,6,0,0,5,1991,no,679
599,yes,unknown,719.0,27,2,life sciences,785,2,M,77.0,4,2, sales executive ,3,unknown,10339,4,yes,12,3,4,0,8,2,3,5,0,1,3,1976,no,785
600,no,travel frequently,1012.0,5,4,life sciences,861,2,H,66.0,2,1, research scientist ,4,divorced,2373,9,no,12,3,2,1,10,3,2,5,0,0,3,1993,yes,861
601,no,unknown,930.0,9,3,marketing,864,4,H,74.0,3,3, sales executive ,1,divorced,19239,4,yes,12,3,3,1,18,2,3,5,0,0,2,1978,no,864
602,no,travel rarely,1278.0,8,3,life sciences,878,1,H,77.0,2,1, human resources ,1,unknown,8635,0,unknown,21,4,3,0,0,3,3,5,0,0,3,1987,yes,878
603,no,unknown,1222.0,11,4,unknown,895,4,H,48.0,3,1, research scientist ,4,unknown,14871,3,unknown,19,3,2,1,0,2,3,6,0,0,2,1992,unknown,895
604,no,travel frequently,1231.0,21,2,medical,900,3,M,54.0,3,1, sales representative ,4,married,21222,5,unknown,15,3,2,1,0,3,3,5,4,0,0,1986,no,900
605,no,travel rarely,1383.0,2,3,life sciences,0,4,M,42.0,2,2, human resources ,4,unknown,7790,8,no,11,3,3,2,13,2,3,5,0,0,4,1984,no,14665
606,no,unknown,462.0,14,2,unknown,936,3,M,68.0,2,2, sales executive ,3,unknown,7824,7,unknown,17,3,1,0,0,6,3,5,0,0,3,1981,yes,936
607,no,travel rarely,231.0,8,2,unknown,0,3,H,62.0,3,3, sales executive ,3,unknown,9977,5,no,11,3,1,1,0,2,4,8,0,7,7,1993,no,3598
608,no,unknown,797.0,1,2,medical,997,4,H,66.0,3,4, research director ,4,divorced,6615,9,no,22,0,3,1,32,1,2,5,0,1,3,1973,yes,997
609,no,travel rarely,1089.0,1,2,unknown,1048,2,H,66.0,3,3, manager ,4,unknown,11038,3,yes,14,3,3,1,14,1,1,6,0,0,4,1964,yes,1048
610,no,unknown,1082.0,2,4,life sciences,0,3,M,41.0,2,3, sales executive ,3,married,8392,6,no,11,3,2,1,13,4,3,9,0,7,0,1969,unknown,13294
611,no,unknown,1240.0,9,3,medical,1071,1,M,63.0,3,1, research scientist ,3,married,12154,2,no,19,3,2,1,18,4,3,5,0,0,3,1967,no,1071
612,no,unknown,1262.0,1,4,unknown,1116,1,H,35.0,4,4, manager ,4,single,16154,2,no,22,0,3,0,0,3,2,5,0,2,1,1975,yes,1116
613,no,unknown,439.0,9,3,life sciences,1132,3,H,70.0,3,2, laboratory technician ,2,single,8770,9,no,15,3,3,0,9,2,2,5,0,0,3,1984,no,1132
614,no,travel rarely,528.0,8,4,technical degree,0,3,H,100.0,3,1, human resources ,3,unknown,7108,1,no,17,3,2,0,6,2,1,5,0,1,4,1988,yes,2518
615,no,travel rarely,647.0,4,4,marketing,1171,2,H,45.0,3,2, sales executive ,1,single,2253,7,no,13,3,4,0,0,3,0,6,0,1,5,1981,no,1171
616,yes,unknown,1097.0,10,4,unknown,1200,3,H,96.0,3,1, research scientist ,3,single,10826,1,yes,11,3,3,0,6,4,3,6,0,0,2,1979,no,1200
617,no,travel rarely,942.0,15,1,unknown,1202,2,M,69.0,1,1, research scientist ,4,married,26933,0,yes,18,0,1,1,6,2,2,5,0,1,3,1994,no,1202
618,no,unknown,147.0,2,3,human resources,0,2,H,99.0,3,1, human resources ,3,unknown,8429,1,no,13,3,4,1,5,2,3,5,0,1,4,1990,yes,6188
619,no,travel frequently,966.0,1,4,unknown,1245,4,M,53.0,3,3, manufacturing director ,3,unknown,9659,7,no,17,3,1,1,33,2,1,5,0,1,4,1969,no,1245
620,no,unknown,168.0,4,2,unknown,1280,4,M,33.0,2,5, manager ,2,married,9946,2,unknown,14,3,3,1,0,2,3,11,0,0,8,1977,yes,1280
621,no,non-travel,797.0,9,2,medical,0,3,M,72.0,3,2, manufacturing director ,3,single,12858,7,yes,18,0,3,0,10,3,3,8,4,1,7,1993,yes,15302
622,yes,travel rarely,1089.0,7,2,life sciences,1309,4,H,79.0,3,2, laboratory technician ,3,unknown,22845,1,unknown,18,3,1,1,0,3,3,10,0,1,1,1991,yes,1309
623,yes,unknown,299.0,25,4,unknown,0,4,H,57.0,2,3, sales executive ,2,single,17235,2,yes,12,3,3,0,9,2,3,5,0,1,0,1983,yes,1738
624,no,non-travel,999.0,26,1,unknown,1374,1,M,92.0,2,1, research scientist ,3,divorced,15891,1,no,20,4,3,3,5,2,3,5,0,0,0,1989,yes,1374
625,no,travel rarely,1498.0,21,4,unknown,1390,1,H,44.0,2,2, sales executive ,4,married,3567,3,unknown,12,3,4,2,8,2,4,5,0,1,4,1984,no,1390
626,no,unknown,1439.0,4,1,unknown,0,3,H,54.0,3,1, research scientist ,3,married,5182,7,yes,15,3,4,0,8,2,3,6,0,1,3,1986,no,14319
627,no,unknown,1111.0,41,1,life sciences,1395,41,H,61.0,3,2, sales executive ,4,married,19293,6,unknown,13,3,1,0,8,2,4,5,0,1,2,1990,yes,1395
628,no,non-travel,1485.0,25,2,unknown,1397,3,H,71.0,3,3, healthcare representative ,3,unknown,3449,3,no,21,4,2,1,13,2,3,6,0,0,5,1984,no,1397
629,no,travel rarely,258.0,8,4,other,1409,3,M,54.0,3,1, laboratory technician ,1,married,17363,9,no,13,0,3,0,12,2,1,5,0,0,4,1971,unknown,1409
630,no,unknown,1174.0,3,4,unknown,1425,1,M,99.0,3,2, sales executive ,2,single,20763,3,yes,16,3,4,0,15,3,3,5,0,0,1,1987,yes,1425
631,no,unknown,172.0,47,4,life sciences,1435,47,H,66.0,2,2, laboratory technician ,4,single,22604,1,unknown,16,3,3,0,10,2,2,10,0,1,8,1987,yes,1435
632,no,travel rarely,797.0,4,1,unknown,1445,4,M,42.0,3,2, sales executive ,3,married,15211,1,yes,12,3,3,2,0,3,3,5,0,0,3,1999,yes,1445
633,no,travel rarely,401.0,1,3,life sciences,0,4,M,86.0,2,1, laboratory technician ,2,unknown,3708,5,no,17,3,1,1,7,2,2,5,0,0,2,1989,no,3917
634,no,unknown,866.0,5,3,unknown,1469,4,H,66.0,3,2, sales executive ,1,single,23490,0,unknown,18,3,4,0,0,4,3,5,0,1,3,1995,unknown,1469
635,no,travel rarely,1099.0,4,4,medical,0,1,M,82.0,2,1, laboratory technician ,2,unknown,8192,8,no,11,3,4,0,8,5,3,5,0,0,2,1990,unknown,15270
636,no,travel rarely,571.0,14,3,medical,1503,3,M,66.0,3,2, sales executive ,3,married,24200,3,unknown,17,3,3,1,0,4,2,5,0,1,2,1976,yes,1503
637,yes,unknown,676.0,9,4,life sciences,1534,4,H,86.0,3,1, laboratory technician ,1,single,21831,3,unknown,14,3,2,0,15,3,1,5,0,1,0,1983,no,1534
638,no,travel rarely,950.0,49,3,technical degree,1546,49,H,97.0,3,1, research scientist ,4,married,4585,4,no,20,4,4,1,0,3,3,5,0,0,3,1978,yes,1546
639,no,travel rarely,1342.0,9,2,unknown,1548,1,H,47.0,3,2, sales executive ,1,unknown,19345,0,unknown,12,3,4,0,0,5,4,8,0,7,1,1983,yes,1548
640,no,unknown,995.0,2,1,life sciences,0,1,H,87.0,3,2, healthcare representative ,4,unknown,24483,1,unknown,19,3,4,1,6,0,4,6,0,1,3,1994,yes,19535
641,no,unknown,118.0,14,2,life sciences,1598,4,M,84.0,3,2, sales executive ,1,married,11262,1,no,15,3,3,1,5,2,3,5,0,1,2,1983,yes,1598
642,no,unknown,990.0,27,3,unknown,1599,4,H,87.0,4,1, laboratory technician ,2,divorced,5855,5,unknown,12,3,3,1,0,0,0,6,0,0,2,1980,no,1599
643,no,unknown,241.0,7,3,unknown,1609,2,H,48.0,2,1, research scientist ,2,unknown,5348,1,no,12,3,2,1,6,3,2,6,0,1,1,1993,unknown,1609
644,no,unknown,797.0,2,2,unknown,1638,4,M,54.0,2,3, manufacturing director ,3,unknown,14199,3,unknown,19,3,4,1,10,6,4,5,0,0,2,1985,yes,1638
645,no,travel rarely,1470.0,10,3,unknown,1640,2,M,71.0,3,1, research scientist ,2,married,9953,1,unknown,11,3,1,1,8,2,1,8,0,7,7,1986,no,1640
646,no,travel rarely,492.0,12,3,medical,0,4,H,66.0,3,2, manufacturing director ,2,unknown,7693,4,no,21,4,3,0,0,3,3,5,0,1,0,1984,unknown,16322
647,no,travel rarely,1040.0,11,2,life sciences,1664,11,H,79.0,4,2, healthcare representative ,1,divorced,26308,6,no,20,4,1,1,13,3,3,5,0,0,4,1987,yes,1664
648,yes,travel rarely,1320.0,8,1,medical,1684,4,H,93.0,2,1, laboratory technician ,3,single,20586,1,unknown,11,0,1,0,5,2,3,5,0,1,2,2000,unknown,1684
649,no,unknown,146.0,2,4,unknown,1704,1,H,79.0,2,1, research scientist ,4,unknown,13970,0,yes,14,3,3,0,6,2,4,5,0,1,4,1988,yes,1704
650,no,travel frequently,163.0,24,1,technical degree,1736,4,M,30.0,3,2, manufacturing director ,4,single,6670,2,unknown,20,4,4,0,9,3,2,5,0,1,4,1992,unknown,1736
651,no,travel rarely,1153.0,6,2,other,1782,4,M,40.0,2,1, laboratory technician ,3,married,16376,1,no,11,3,2,1,5,3,3,5,0,0,4,1985,yes,1782
652,no,unknown,185.0,23,4,medical,1826,2,H,91.0,1,1, laboratory technician ,3,married,9696,0,unknown,16,0,2,1,6,2,4,5,0,0,3,1988,yes,1826
653,no,unknown,750.0,12,3,unknown,0,2,M,47.0,3,2, healthcare representative ,1,unknown,10748,2,unknown,12,3,2,1,15,3,3,7,0,7,7,1983,unknown,6707
654,no,travel frequently,1297.0,48,2,unknown,1850,48,M,66.0,3,1, laboratory technician ,4,single,19826,0,yes,14,3,3,0,6,3,2,5,0,0,2,1996,yes,1850
655,no,unknown,337.0,8,3,unknown,1909,3,M,54.0,3,2, sales executive ,2,unknown,26841,5,no,21,4,3,1,14,3,3,5,0,1,4,1982,unknown,1909
656,no,travel rarely,217.0,15,4,marketing,1924,2,H,43.0,3,2, sales executive ,3,single,10410,1,no,14,3,2,0,0,2,2,10,0,0,9,1990,no,1924
657,no,unknown,1064.0,2,1,life sciences,1941,2,H,42.0,3,5, research director ,4,married,13738,3,no,15,3,4,0,28,3,3,5,0,4,3,1974,no,1941
658,no,non-travel,1351.0,9,4,unknown,1949,1,H,66.0,4,1, laboratory technician ,2,unknown,9238,1,no,22,4,2,0,5,3,3,5,0,0,2,1987,yes,1949
659,no,unknown,930.0,3,3,life sciences,0,3,H,57.0,2,2, sales executive ,2,divorced,12227,2,unknown,11,3,3,1,14,5,3,5,0,0,4,1982,no,10676
660,no,unknown,468.0,41,4,medical,0,41,M,73.0,2,1, research scientist ,1,single,8489,1,no,14,3,2,0,5,3,1,5,0,0,4,1994,unknown,1699
661,no,non-travel,797.0,5,3,medical,0,2,H,74.0,3,2, manufacturing director ,1,unknown,3787,0,no,19,3,2,0,10,2,3,9,0,1,7,1992,unknown,831
662,yes,travel rarely,1218.0,9,4,life sciences,27,3,H,82.0,2,1, sales representative ,1,single,6986,7,no,23,4,2,0,0,4,0,5,0,0,3,1987,no,27
663,no,travel rarely,1273.0,2,2,medical,46,4,M,72.0,4,1, research scientist ,3,unknown,21923,1,no,12,3,4,2,6,3,2,5,0,1,4,1980,no,46
664,no,travel frequently,1141.0,18,3,life sciences,52,18,M,42.0,4,2, sales executive ,1,married,3193,2,no,19,0,1,2,0,3,3,5,0,1,3,1990,no,52
665,no,unknown,1488.0,1,5,marketing,68,2,M,75.0,3,2, sales executive ,1,unknown,4009,5,unknown,21,4,3,1,9,2,2,4,0,1,3,1979,no,68
666,no,unknown,653.0,29,5,life sciences,79,4,M,50.0,3,2, laboratory technician ,4,single,5456,1,no,11,3,4,0,10,2,3,10,0,9,9,1985,yes,79
667,no,unknown,989.0,7,2,medical,80,2,M,43.0,2,5, research director ,3,divorced,16701,5,unknown,12,0,4,1,0,2,2,27,0,13,8,1973,no,80
668,no,travel frequently,1225.0,1,1,unknown,91,1,M,57.0,2,2, sales executive ,3,single,24668,7,no,11,0,4,0,20,2,2,4,0,1,3,1964,no,91
669,no,travel frequently,530.0,1,4,life sciences,119,3,H,78.0,2,4, healthcare representative ,2,married,14115,1,no,22,4,4,1,22,3,2,22,0,11,11,1983,no,119
670,no,travel rarely,1217.0,2,4,technical degree,126,1,M,60.0,3,3, research director ,3,unknown,24001,9,no,12,3,1,1,16,5,1,4,0,0,3,1969,no,126
671,no,unknown,797.0,47,3,unknown,0,1,M,73.0,3,5, research director ,2,unknown,9755,3,yes,19,3,1,0,28,1,2,8,0,0,7,1973,yes,12800
672,no,non-travel,142.0,26,3,unknown,148,4,M,66.0,4,4, manager ,4,single,13871,2,unknown,12,0,3,0,0,3,3,5,0,4,4,1969,unknown,148
673,no,unknown,1127.0,18,1,life sciences,150,2,H,52.0,3,1, laboratory technician ,3,married,13257,0,no,12,3,3,1,0,2,3,5,0,1,2,1999,yes,150
674,no,travel rarely,1189.0,3,3,life sciences,0,3,H,87.0,3,3, sales executive ,4,unknown,14506,2,no,12,3,1,0,0,3,3,5,0,1,3,1986,yes,14237
675,no,travel rarely,1427.0,2,1,unknown,198,2,H,35.0,2,1, laboratory technician ,4,single,11162,0,no,13,3,4,0,6,3,3,5,0,1,2,1993,yes,198
676,no,travel frequently,303.0,10,4,unknown,216,10,M,75.0,3,1, sales representative ,3,unknown,11314,6,no,18,3,4,1,0,3,3,4,0,1,2,1989,no,216
677,no,travel rarely,334.0,24,2,unknown,0,3,H,83.0,4,3, healthcare representative ,4,divorced,23402,3,unknown,16,3,2,1,12,2,1,5,0,1,4,1966,unknown,10694
678,no,travel rarely,702.0,1,4,life sciences,230,1,M,66.0,2,2, sales executive ,4,single,12930,4,unknown,22,0,3,0,12,2,4,8,0,0,7,1985,no,230
679,yes,travel rarely,797.0,20,2,marketing,0,2,M,70.0,3,1, sales representative ,2,unknown,21728,1,yes,22,4,4,0,4,5,2,4,0,0,2,1982,yes,11043
680,no,unknown,926.0,21,2,unknown,270,3,M,36.0,3,2, manufacturing director ,3,divorced,16439,2,unknown,16,3,2,1,11,5,3,5,0,0,2,1981,no,270
681,no,unknown,878.0,10,4,unknown,277,4,H,43.0,3,1, research scientist ,3,divorced,5972,1,yes,17,3,4,1,0,4,4,5,0,2,0,1989,unknown,277
682,yes,unknown,334.0,26,4,unknown,299,3,M,52.0,2,2, sales executive ,1,unknown,22967,5,unknown,15,3,3,0,9,5,2,6,0,0,1,1993,unknown,299
683,yes,travel rarely,896.0,13,1,medical,315,13,H,86.0,2,1, research scientist ,4,single,14961,1,unknown,13,3,3,0,4,3,0,4,0,0,1,1994,yes,315
684,no,unknown,1401.0,4,2,unknown,330,3,M,56.0,3,1, sales representative ,2,married,20990,2,no,11,0,1,1,0,5,3,4,0,1,2,1991,no,330
685,no,unknown,675.0,5,2,life sciences,369,2,H,85.0,4,2, healthcare representative ,1,unknown,18384,1,no,12,3,4,2,6,2,3,6,0,1,5,1998,yes,369
686,no,unknown,1070.0,3,4,unknown,386,3,H,45.0,3,4, research director ,3,married,21016,3,yes,16,3,4,3,21,5,2,5,0,1,3,1970,yes,386
687,no,unknown,496.0,11,2,medical,390,1,H,60.0,3,2, healthcare representative ,1,married,22722,1,unknown,13,3,3,1,5,3,3,5,0,3,3,1997,yes,390
688,no,unknown,1117.0,8,2,unknown,0,4,M,66.0,3,1, research scientist ,4,unknown,4488,1,no,21,4,4,0,0,3,3,5,0,0,2,1995,yes,5989
689,no,travel rarely,1476.0,16,2,medical,412,2,H,68.0,4,2, healthcare representative ,1,single,4824,0,unknown,19,3,3,0,9,2,3,8,0,0,7,1995,unknown,412
690,no,unknown,390.0,1,4,life sciences,422,4,H,32.0,1,2, healthcare representative ,3,divorced,17056,2,yes,13,3,4,1,0,2,3,5,0,1,2,1965,yes,422
691,no,travel rarely,1220.0,5,3,unknown,434,3,M,85.0,3,1, research scientist ,2,single,20938,1,unknown,12,3,2,0,4,2,0,4,0,1,2,1996,unknown,434
692,no,travel frequently,928.0,20,4,life sciences,450,4,M,31.0,3,2, research scientist ,3,unknown,16885,3,unknown,12,0,4,0,20,4,2,4,0,0,3,1969,no,450
693,no,travel rarely,1124.0,45,2,unknown,0,45,H,57.0,1,2, sales executive ,4,married,13273,2,unknown,22,4,3,3,0,2,2,4,0,0,2,1983,yes,6976
694,no,non-travel,746.0,2,3,life sciences,469,4,H,61.0,3,2, sales executive ,3,unknown,16928,1,unknown,14,0,1,1,0,3,2,4,0,0,2,1994,yes,469
695,no,travel rarely,1046.0,10,3,unknown,491,4,H,100.0,2,3, healthcare representative ,4,unknown,2755,6,no,15,3,4,0,20,2,3,4,0,1,3,1973,no,491
696,yes,travel rarely,1448.0,1,1,technical degree,554,1,M,62.0,3,1, sales representative ,2,single,21972,1,yes,16,3,2,0,6,4,3,5,0,1,4,1999,yes,554
697,no,unknown,1400.0,37,3,unknown,0,37,H,53.0,3,1, laboratory technician ,4,married,16734,4,unknown,15,3,3,1,9,3,1,5,0,1,4,1993,no,7420
698,no,unknown,1303.0,2,4,unknown,579,4,H,62.0,2,1, research scientist ,3,unknown,8416,3,unknown,12,3,3,1,14,3,3,7,0,5,7,1989,unknown,579
699,yes,travel rarely,587.0,10,1,unknown,0,1,H,38.0,1,1, laboratory technician ,4,divorced,6705,7,no,13,3,1,3,8,2,3,4,0,1,3,1990,no,3005
