,Age,Attrition,Businesstravel,Dailyrate,Department,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyincome,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework
437,45,No,,1015.0,,5,5,,1611.0,3.0,M,50.0,1.0,2.0, laboratory technician ,1.0,,5769.0,23447,1,,14.0,3.0,1.0,,0.0,10.0,3.0,3.0,10.0,,1,4,1978,no
438,45,No,non-travel,,,26,3,marketing,1612.0,1.0,H,52.0,2.0,2.0, sales executive ,1.0,,4385.0,24162,1,,15.0,,1.0,80.0,1.0,10.0,2.0,,10.0,,4,5,1978,no
439,34,No,travel_frequently,426.0,,10,4,,1615.0,3.0,H,42.0,4.0,2.0, manufacturing director ,4.0,,,17000,1,,13.0,3.0,1.0,,1.0,9.0,3.0,,9.0,,7,2,1989,yes
440,39,No,,1387.0, research & development ,10,5,medical,,2.0,H,76.0,3.0,2.0, manufacturing director ,1.0,,,3835,2,,13.0,3.0,4.0,,3.0,,3.0,3.0,7.0,,7,7,1984,no
441,27,No,,1302.0, research & development ,36,3,,1619.0,3.0,H,0.0,2.0,1.0, laboratory technician ,1.0,divorced,4066.0,16290,1,no,11.0,3.0,1.0,,2.0,7.0,3.0,3.0,7.0,,0,7,1996,yes
442,45,No,travel_rarely,1329.0,,2,2,,1635.0,4.0,M,59.0,2.0,2.0, manufacturing director ,4.0,divorced,,5388,1,,19.0,3.0,1.0,,2.0,10.0,3.0,3.0,10.0,,3,9,1978,yes
443,44,No,,602.0,,1,5,,1642.0,1.0,H,37.0,3.0,2.0, human resources ,4.0,married,,10503,4,yes,11.0,3.0,3.0,,0.0,14.0,3.0,3.0,10.0,,0,2,1979,yes
444,25,No,,772.0,,2,1,life sciences,1653.0,4.0,H,77.0,4.0,2.0, manufacturing director ,3.0,divorced,5206.0,4973,1,,17.0,3.0,3.0,,2.0,7.0,6.0,3.0,7.0,,0,7,1998,no
445,49,No,,809.0,,1,3,,,3.0,H,36.0,3.0,4.0, manager ,3.0,single,,22384,4,,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,,0,0,1974,yes
446,48,Yes,travel_frequently,,,7,2,,1691.0,4.0,M,95.0,3.0,1.0, sales representative ,3.0,,2655.0,11740,2,,11.0,,3.0,80.0,2.0,19.0,3.0,3.0,9.0,,7,7,1975,no
447,26,No,,786.0,,7,3,medical,1693.0,4.0,H,76.0,3.0,1.0, laboratory technician ,4.0,,2570.0,11925,1,no,20.0,4.0,3.0,80.0,0.0,7.0,5.0,3.0,7.0,,5,7,1997,yes
448,44,No,travel_rarely,921.0,,2,3,life sciences,1703.0,3.0,M,96.0,4.0,3.0, healthcare representative ,4.0,,,14810,1,,19.0,,2.0,,1.0,,2.0,3.0,8.0,,6,7,1979,yes
449,36,No,,530.0,,2,4,,,3.0,M,51.0,3.0,2.0, sales representative ,4.0,single,4502.0,7439,3,,15.0,,3.0,,0.0,17.0,2.0,2.0,13.0,,6,7,1987,yes
450,46,No,,717.0, research & development ,13,4,,1727.0,3.0,H,34.0,3.0,2.0, healthcare representative ,2.0,single,,9697,6,no,14.0,3.0,4.0,,0.0,19.0,3.0,3.0,10.0,,0,9,1977,yes
451,35,No,,1370.0,,27,4,life sciences,1728.0,4.0,H,49.0,3.0,2.0, manufacturing director ,3.0,married,,5151,2,,16.0,3.0,2.0,80.0,1.0,17.0,3.0,3.0,7.0,,0,7,1988,yes
452,30,No,travel_frequently,1312.0,,2,4,,1745.0,4.0,M,78.0,2.0,1.0, research scientist ,1.0,,4968.0,26427,0,,16.0,3.0,4.0,80.0,0.0,10.0,2.0,,9.0,,0,7,1993,no
453,30,No,,979.0,,15,2,marketing,1754.0,3.0,H,94.0,2.0,3.0, sales executive ,1.0,,,3088,2,no,11.0,3.0,1.0,80.0,1.0,,2.0,3.0,7.0,,1,7,1993,yes
454,33,No,non-travel,1283.0,,2,3,marketing,1756.0,4.0,M,62.0,3.0,2.0, sales executive ,2.0,,5147.0,10697,8,no,15.0,3.0,4.0,,0.0,13.0,2.0,2.0,11.0,,1,7,1990,yes
455,32,No,,953.0,,5,4,,1764.0,2.0,H,65.0,3.0,1.0, research scientist ,2.0,single,2718.0,17674,2,no,14.0,3.0,2.0,,0.0,12.0,3.0,3.0,7.0,,0,7,1991,yes
456,43,No,travel_rarely,244.0,,2,3,life sciences,1778.0,2.0,H,97.0,3.0,1.0, human resources ,4.0,,3539.0,5033,0,no,13.0,3.0,2.0,80.0,0.0,,5.0,3.0,9.0,,1,8,1980,no
457,31,No,travel_rarely,196.0,,29,4,marketing,,1.0,M,91.0,2.0,2.0, sales executive ,4.0,,5468.0,13402,1,,14.0,3.0,1.0,,2.0,,3.0,3.0,12.0,,5,7,1992,yes
458,35,Yes,,303.0,,27,3,,1797.0,3.0,H,84.0,3.0,2.0, sales executive ,4.0,,5813.0,13492,1,,18.0,3.0,4.0,80.0,0.0,,2.0,3.0,10.0,,7,7,1988,no
459,35,No,non-travel,1180.0, research & development ,2,2,medical,1804.0,2.0,H,90.0,3.0,2.0, manufacturing director ,4.0,divorced,,24442,2,no,14.0,3.0,3.0,,1.0,15.0,6.0,3.0,7.0,,1,7,1988,no
460,30,No,,1092.0,,10,3,medical,1816.0,1.0,M,64.0,3.0,3.0, manufacturing director ,3.0,single,9667.0,2739,9,no,14.0,3.0,2.0,,0.0,9.0,3.0,3.0,7.0,,0,2,1993,no
461,46,Yes,travel_rarely,261.0,,19,2,medical,1821.0,4.0,M,66.0,3.0,2.0, healthcare representative ,2.0,married,,10842,4,no,22.0,4.0,4.0,,1.0,13.0,2.0,4.0,9.0,7.0,3,7,1977,no
462,45,No,non-travel,589.0,,2,4,,,3.0,M,67.0,3.0,2.0, sales executive ,3.0,married,5154.0,19665,4,,22.0,4.0,2.0,,2.0,10.0,3.0,4.0,8.0,,5,7,1978,no
463,43,No,travel_frequently,1422.0,,2,4,life sciences,1849.0,1.0,H,92.0,3.0,2.0, sales executive ,4.0,married,5675.0,19246,1,,20.0,4.0,3.0,,1.0,7.0,5.0,3.0,7.0,,7,7,1980,no
464,46,Yes,,,,10,3,life sciences,1869.0,3.0,M,64.0,3.0,3.0, sales executive ,2.0,,7314.0,14011,5,,21.0,4.0,3.0,80.0,3.0,14.0,2.0,3.0,8.0,,0,7,1977,yes
465,40,No,travel_rarely,1137.0, research & development ,1,4,,,1.0,H,98.0,3.0,4.0, manager ,1.0,,,18991,2,,11.0,3.0,1.0,,1.0,22.0,3.0,,19.0,,11,16,1983,yes
466,27,No,travel_rarely,511.0, sales ,2,2,,1898.0,1.0,M,89.0,4.0,2.0, sales executive ,3.0,single,,26997,0,no,14.0,3.0,2.0,,0.0,9.0,5.0,2.0,8.0,,0,7,1996,no
467,42,No,,1396.0,,6,3,medical,1911.0,3.0,H,83.0,3.0,3.0, research director ,1.0,married,,14842,9,no,13.0,3.0,2.0,80.0,1.0,18.0,3.0,4.0,13.0,,5,7,1981,yes
468,26,No,travel_frequently,1096.0,,6,3,other,,3.0,H,61.0,4.0,1.0, laboratory technician ,4.0,married,,7102,0,no,18.0,3.0,1.0,,1.0,8.0,3.0,3.0,7.0,,7,7,1997,yes
469,28,No,travel_frequently,,,1,2,life sciences,1927.0,3.0,H,42.0,2.0,2.0, sales executive ,4.0,married,,19255,1,,12.0,3.0,3.0,,1.0,7.0,2.0,3.0,7.0,,0,7,1995,yes
470,47,No,,1169.0,,14,4,,1934.0,3.0,H,64.0,3.0,2.0, research scientist ,2.0,married,,2125,8,,18.0,3.0,3.0,80.0,1.0,,4.0,4.0,8.0,,1,7,1976,no
471,34,No,travel_rarely,1239.0,,13,4,medical,1951.0,4.0,H,39.0,3.0,3.0, sales executive ,3.0,divorced,,22914,1,no,18.0,3.0,3.0,,1.0,9.0,2.0,2.0,8.0,,1,1,1989,yes
472,26,No,,157.0, research & development ,1,3,medical,1952.0,3.0,H,95.0,3.0,1.0, laboratory technician ,1.0,single,,20006,0,no,13.0,3.0,4.0,,0.0,8.0,6.0,,7.0,,7,6,1997,yes
473,27,No,travel_rarely,954.0,,9,3,,1965.0,4.0,H,44.0,3.0,2.0, sales executive ,4.0,,,5099,1,,14.0,3.0,1.0,,0.0,,5.0,,7.0,,0,7,1996,no
474,31,Yes,travel_frequently,754.0, sales ,26,4,marketing,1967.0,1.0,H,63.0,3.0,2.0, sales executive ,4.0,,,21075,1,yes,11.0,3.0,3.0,,0.0,10.0,4.0,3.0,10.0,,0,8,1992,yes
475,33,No,travel_frequently,1303.0,,7,2,life sciences,,4.0,H,0.0,3.0,2.0, healthcare representative ,3.0,divorced,,18079,1,,20.0,,3.0,,3.0,9.0,2.0,3.0,9.0,,2,8,1990,yes
476,31,No,,697.0,,10,3,,1979.0,3.0,M,40.0,3.0,3.0, research director ,3.0,married,,26862,4,no,20.0,4.0,3.0,,1.0,13.0,2.0,4.0,11.0,,4,8,1992,yes
477,35,No,,1395.0,,9,4,medical,2008.0,2.0,H,48.0,3.0,2.0, research scientist ,3.0,,5098.0,18698,1,no,19.0,3.0,2.0,,0.0,10.0,5.0,3.0,10.0,,0,8,1988,yes
478,33,No,travel_rarely,501.0,,15,2,,2009.0,2.0,M,95.0,3.0,2.0, healthcare representative ,4.0,married,,21653,0,yes,13.0,,1.0,,1.0,,6.0,3.0,9.0,,8,1,1990,yes
479,39,No,travel_rarely,116.0,,24,1,life sciences,2014.0,1.0,H,52.0,3.0,2.0, research scientist ,4.0,single,,5340,7,no,13.0,,1.0,,0.0,,2.0,3.0,7.0,,1,7,1984,no
480,36,No,travel_rarely,557.0,,46,3,,,4.0,M,94.0,2.0,3.0, sales executive ,4.0,married,,12695,0,no,19.0,3.0,3.0,,2.0,10.0,2.0,3.0,9.0,,3,4,1987,yes
481,41,No,travel_rarely,582.0,,28,4,life sciences,2034.0,1.0,M,60.0,2.0,4.0, manufacturing director ,2.0,married,13570.0,5640,0,no,23.0,,3.0,,1.0,21.0,3.0,3.0,20.0,,0,10,1982,yes
482,34,No,,704.0, sales ,28,3,marketing,2035.0,4.0,M,95.0,2.0,2.0, sales executive ,3.0,married,6712.0,8978,1,no,21.0,4.0,4.0,,2.0,8.0,2.0,3.0,8.0,,1,7,1989,no
483,38,No,travel_rarely,,,10,2,,,1.0,M,100.0,3.0,2.0, sales executive ,4.0,married,,5982,1,no,11.0,3.0,3.0,,1.0,10.0,1.0,3.0,10.0,,1,9,1985,yes
484,39,No,travel_rarely,613.0,,6,1,,2062.0,4.0,H,42.0,2.0,3.0, healthcare representative ,1.0,,9991.0,21457,4,,15.0,3.0,1.0,80.0,1.0,,5.0,3.0,7.0,,1,7,1984,yes
485,34,No,travel_rarely,419.0,,7,4,,28.0,1.0,M,53.0,3.0,3.0, research director ,2.0,single,,21293,0,no,11.0,,3.0,,0.0,,4.0,3.0,12.0,6.0,2,11,1989,no
486,44,No,travel_rarely,477.0,,7,4,medical,,1.0,M,42.0,2.0,3.0, healthcare representative ,4.0,married,10248.0,2094,3,,14.0,,4.0,,1.0,24.0,4.0,3.0,22.0,,5,17,1979,yes
487,46,No,,1211.0,,5,4,,62.0,1.0,H,98.0,3.0,2.0, sales executive ,4.0,single,,20445,4,,21.0,,3.0,,0.0,14.0,4.0,3.0,9.0,,0,8,1977,yes
488,41,No,travel_frequently,857.0, research & development ,10,3,life sciences,199.0,4.0,H,91.0,2.0,4.0, manager ,1.0,divorced,,12888,4,,13.0,3.0,2.0,,1.0,,2.0,2.0,7.0,,7,7,1982,no
489,39,No,,505.0, research & development ,2,4,,343.0,3.0,M,64.0,3.0,3.0, healthcare representative ,3.0,single,10938.0,6420,0,no,25.0,4.0,4.0,,0.0,20.0,1.0,3.0,19.0,,11,8,1984,no
490,42,No,travel_rarely,269.0,,2,3,medical,351.0,4.0,M,56.0,2.0,1.0, laboratory technician ,1.0,divorced,2593.0,8007,0,yes,11.0,3.0,3.0,80.0,1.0,10.0,4.0,3.0,9.0,,7,8,1981,yes
491,33,No,travel_frequently,553.0, research & development ,5,4,,428.0,4.0,M,74.0,3.0,3.0, manager ,2.0,married,11878.0,23364,6,,11.0,,2.0,80.0,2.0,12.0,2.0,3.0,10.0,,8,8,1990,yes
492,35,No,travel_rarely,1296.0,,5,4,technical degree,464.0,3.0,H,62.0,3.0,3.0, manufacturing director ,2.0,single,8095.0,18264,0,no,13.0,3.0,4.0,80.0,0.0,17.0,5.0,3.0,16.0,,0,13,1988,yes
493,33,Yes,travel_rarely,1277.0,,15,1,medical,,2.0,H,56.0,3.0,3.0, manager ,3.0,married,,24619,7,,12.0,3.0,4.0,,0.0,15.0,2.0,4.0,7.0,,7,7,1990,yes
494,40,No,travel_rarely,302.0,,6,3,life sciences,,2.0,M,75.0,3.0,4.0, manufacturing director ,3.0,single,,20364,7,no,15.0,3.0,3.0,,0.0,22.0,3.0,3.0,20.0,,5,13,1983,no
495,41,No,travel_rarely,427.0,,10,4,human resources,731.0,2.0,H,73.0,2.0,5.0, manager ,4.0,divorced,,8861,3,no,15.0,3.0,2.0,,3.0,23.0,2.0,2.0,21.0,,12,6,1982,no
496,27,No,,975.0,,7,3,,764.0,4.0,M,55.0,2.0,2.0, healthcare representative ,1.0,,,23398,8,no,19.0,3.0,1.0,,0.0,,2.0,1.0,7.0,,0,7,1996,no
497,52,No,travel_rarely,621.0,,3,4,marketing,,3.0,H,31.0,2.0,4.0, manager ,1.0,,16856.0,10084,1,,11.0,3.0,1.0,,0.0,,3.0,4.0,34.0,,1,16,1971,yes
498,51,No,travel_rarely,1318.0,,26,4,marketing,851.0,1.0,M,66.0,3.0,4.0, manager ,3.0,married,,5594,2,no,14.0,3.0,3.0,,1.0,,2.0,2.0,20.0,,4,17,1972,no
499,47,No,travel_rarely,249.0,,2,2,marketing,903.0,3.0,M,35.0,3.0,2.0, sales executive ,4.0,,4537.0,17783,0,,22.0,4.0,1.0,,1.0,8.0,2.0,3.0,7.0,,7,7,1976,yes
500,50,No,non-travel,881.0, research & development ,2,4,,905.0,1.0,H,98.0,3.0,4.0, manager ,1.0,divorced,17924.0,4544,1,,11.0,3.0,4.0,,1.0,31.0,3.0,3.0,31.0,,14,7,1973,no
501,35,No,travel_rarely,1137.0, research & development ,21,1,life sciences,942.0,4.0,M,51.0,3.0,2.0, healthcare representative ,4.0,married,4014.0,19170,1,,25.0,4.0,4.0,,1.0,10.0,2.0,1.0,10.0,,0,7,1988,yes
502,39,No,travel_rarely,466.0,,1,1,,1026.0,4.0,M,65.0,2.0,4.0, manufacturing director ,4.0,married,12742.0,7060,1,no,16.0,3.0,3.0,,1.0,,3.0,3.0,21.0,,11,8,1984,yes
503,39,No,travel_frequently,945.0,,22,3,medical,,4.0,M,82.0,3.0,3.0, manufacturing director ,1.0,single,,5083,1,,13.0,3.0,3.0,,0.0,,2.0,3.0,21.0,,2,8,1984,no
504,41,No,,509.0,,7,2,,1085.0,2.0,M,43.0,4.0,1.0, research scientist ,3.0,,3376.0,18863,1,no,13.0,3.0,3.0,80.0,0.0,,3.0,3.0,10.0,,0,8,1982,no
505,44,Yes,,1376.0, human resources ,1,2,medical,,2.0,H,91.0,2.0,3.0, human resources ,1.0,married,10482.0,2326,9,no,14.0,,4.0,80.0,1.0,24.0,1.0,3.0,20.0,,3,6,1979,yes
506,42,No,,469.0,,2,2,medical,1109.0,4.0,H,35.0,3.0,4.0, manager ,1.0,,,14399,0,no,17.0,3.0,4.0,,1.0,23.0,3.0,3.0,22.0,,13,7,1981,no
507,52,No,travel_rarely,994.0,,7,4,life sciences,1118.0,2.0,H,87.0,3.0,3.0, healthcare representative ,2.0,single,,15322,7,,19.0,3.0,4.0,,0.0,18.0,4.0,,8.0,,4,0,1971,yes
508,38,No,,433.0,,1,3,,1152.0,3.0,H,37.0,4.0,1.0, human resources ,3.0,,,6004,1,no,13.0,3.0,4.0,,1.0,7.0,2.0,4.0,7.0,,5,0,1985,yes
509,46,No,,991.0, human resources ,1,2,life sciences,,4.0,M,44.0,3.0,1.0, human resources ,1.0,,,22957,6,,12.0,3.0,3.0,80.0,0.0,10.0,3.0,4.0,7.0,,5,7,1977,yes
510,35,No,,482.0,,4,4,life sciences,1350.0,3.0,H,87.0,3.0,2.0, research scientist ,3.0,single,4249.0,2690,1,,11.0,3.0,2.0,,0.0,,3.0,3.0,9.0,,1,1,1988,no
511,28,No,travel_rarely,1083.0, research & development ,29,1,life sciences,1514.0,3.0,H,96.0,1.0,2.0, manufacturing director ,2.0,married,6549.0,3173,1,,14.0,,2.0,,2.0,8.0,2.0,2.0,8.0,,1,7,1995,yes
512,44,No,,136.0,,28,3,life sciences,1523.0,4.0,H,32.0,3.0,4.0, research director ,1.0,married,,22074,3,no,13.0,3.0,3.0,,1.0,,1.0,4.0,20.0,,14,17,1979,yes
513,50,No,,333.0,,22,5,,1539.0,3.0,H,88.0,1.0,4.0, research director ,4.0,,14411.0,24450,1,,13.0,3.0,4.0,,0.0,,2.0,3.0,32.0,,13,9,1973,no
514,55,No,travel_rarely,685.0,,23,5,marketing,,3.0,H,60.0,2.0,5.0, manager ,4.0,,19586.0,23037,1,no,21.0,4.0,3.0,80.0,1.0,36.0,3.0,3.0,36.0,,2,13,1968,yes
515,39,No,,1462.0, sales ,6,3,,1588.0,4.0,H,38.0,4.0,3.0, sales executive ,3.0,married,8237.0,4658,2,no,11.0,3.0,1.0,,1.0,11.0,3.0,3.0,7.0,,7,6,1984,yes
516,49,No,,722.0, research & development ,13,4,,1617.0,1.0,M,84.0,3.0,1.0, laboratory technician ,1.0,,3211.0,22102,1,,14.0,3.0,4.0,,1.0,10.0,3.0,2.0,9.0,,1,4,1974,yes
517,45,No,,,,28,2,technical degree,1719.0,4.0,M,48.0,2.0,4.0, research director ,2.0,single,16704.0,17119,1,,11.0,,3.0,,0.0,21.0,2.0,3.0,21.0,6.0,8,6,1978,no
518,46,No,,1277.0,,2,3,,,3.0,H,74.0,3.0,3.0, sales executive ,4.0,,,5596,4,,12.0,3.0,2.0,,1.0,,5.0,2.0,10.0,,0,3,1977,no
519,27,No,,1131.0,,15,3,,1870.0,4.0,M,77.0,2.0,1.0, research scientist ,1.0,married,4774.0,23844,0,no,19.0,3.0,4.0,,1.0,,2.0,,7.0,,7,3,1996,no
520,42,No,travel_rarely,300.0,,2,3,,2031.0,1.0,H,56.0,3.0,5.0, manager ,3.0,married,,17312,5,,11.0,3.0,1.0,,0.0,24.0,2.0,2.0,22.0,,4,14,1981,yes
521,49,No,,1023.0, sales ,2,3,,2065.0,4.0,H,63.0,2.0,2.0, sales executive ,2.0,married,,13243,2,,14.0,3.0,4.0,80.0,0.0,17.0,3.0,2.0,9.0,,0,8,1974,yes
522,29,No,travel_rarely,153.0,,15,2,life sciences,15.0,4.0,M,49.0,2.0,2.0, laboratory technician ,3.0,single,,12682,0,yes,12.0,3.0,4.0,,0.0,10.0,3.0,3.0,9.0,,0,8,1994,yes
523,34,No,non-travel,1065.0,,12,4,marketing,60.0,1.0,H,72.0,3.0,2.0, sales executive ,3.0,,4568.0,10034,0,no,20.0,4.0,3.0,,0.0,,2.0,3.0,9.0,,8,7,1989,no
524,37,No,,1115.0,,1,4,,,1.0,H,51.0,2.0,2.0, manufacturing director ,3.0,divorced,5993.0,2689,1,no,18.0,3.0,3.0,80.0,1.0,,2.0,,7.0,,0,7,1986,no
525,36,No,,1195.0,,11,3,,85.0,2.0,H,95.0,2.0,2.0, manufacturing director ,2.0,single,6499.0,22656,1,no,13.0,3.0,3.0,,0.0,6.0,3.0,3.0,6.0,,0,3,1987,yes
526,45,No,,1316.0,,29,3,,,3.0,H,83.0,3.0,1.0, research scientist ,4.0,single,3452.0,9752,5,,13.0,3.0,2.0,,0.0,9.0,2.0,2.0,6.0,,0,3,1978,yes
527,29,No,travel_rarely,665.0,,15,3,,346.0,3.0,H,60.0,3.0,1.0, research scientist ,4.0,,,22673,1,no,19.0,3.0,1.0,,0.0,6.0,1.0,3.0,6.0,,1,5,1994,no
528,26,No,,1479.0,,1,3,,384.0,3.0,M,84.0,3.0,2.0, manufacturing director ,2.0,,6397.0,26767,1,no,20.0,4.0,1.0,80.0,1.0,6.0,6.0,1.0,6.0,,1,4,1997,no
529,28,No,,304.0,,9,4,life sciences,498.0,2.0,H,92.0,3.0,2.0, sales executive ,4.0,single,,20750,1,no,16.0,3.0,4.0,,0.0,,1.0,3.0,7.0,,0,7,1995,yes
530,42,No,travel_frequently,1368.0,,30,4,technical degree,551.0,4.0,M,0.0,2.0,2.0, healthcare representative ,4.0,married,,4386,0,no,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,,0,4,1981,yes
531,31,No,travel_rarely,828.0, sales ,2,1,life sciences,604.0,2.0,H,77.0,3.0,2.0, sales executive ,4.0,,,8346,4,yes,13.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,,0,5,1992,yes
532,37,No,travel_rarely,799.0,,47,3,,,4.0,M,59.0,3.0,3.0, manufacturing director ,4.0,single,,23848,4,,17.0,3.0,4.0,,0.0,,3.0,4.0,6.0,,1,2,1986,yes
533,37,No,non-travel,142.0,,9,4,,626.0,1.0,H,69.0,3.0,3.0, sales executive ,2.0,divorced,,24666,1,no,13.0,3.0,4.0,,1.0,9.0,6.0,3.0,9.0,,7,7,1986,no
534,37,No,travel_rarely,446.0,,1,4,life sciences,,2.0,M,65.0,3.0,2.0, manufacturing director ,2.0,married,,15701,6,,12.0,3.0,2.0,,1.0,8.0,2.0,2.0,6.0,,4,3,1986,no
535,24,No,travel_rarely,691.0,,23,3,medical,,2.0,H,89.0,4.0,1.0, research scientist ,4.0,,2725.0,21630,1,,11.0,3.0,2.0,,2.0,,3.0,3.0,6.0,,1,4,1999,yes
536,50,No,,1246.0,,3,3,,644.0,1.0,H,99.0,3.0,5.0, manager ,2.0,married,,7999,1,no,11.0,3.0,3.0,80.0,1.0,,2.0,3.0,32.0,,10,7,1973,no
537,34,No,,254.0,,1,2,life sciences,649.0,2.0,H,83.0,2.0,1.0, research scientist ,4.0,,3622.0,22794,1,yes,13.0,3.0,4.0,,1.0,6.0,3.0,3.0,6.0,,1,3,1989,yes
538,27,No,travel_frequently,1410.0,,3,1,medical,714.0,4.0,M,71.0,4.0,2.0, sales executive ,4.0,,,16673,1,,20.0,,2.0,80.0,2.0,,3.0,3.0,6.0,,0,4,1996,no
539,25,No,,883.0, sales ,42,1,,781.0,4.0,M,32.0,3.0,2.0, sales executive ,4.0,single,6180.0,22807,1,no,23.0,4.0,2.0,,0.0,6.0,5.0,2.0,6.0,,1,4,1998,no
540,34,No,,304.0, sales ,25,3,other,,4.0,H,60.0,3.0,2.0, sales executive ,4.0,single,6274.0,18686,1,no,22.0,4.0,3.0,,0.0,6.0,5.0,3.0,6.0,,1,4,1989,yes
541,34,No,,121.0, research & development ,2,4,,804.0,3.0,M,86.0,2.0,1.0, research scientist ,1.0,,4381.0,7530,1,,11.0,,3.0,80.0,0.0,6.0,3.0,3.0,6.0,,1,3,1989,yes
542,35,No,,950.0,,7,3,other,,3.0,H,59.0,3.0,3.0, manufacturing director ,3.0,single,,18869,3,no,21.0,4.0,2.0,,0.0,17.0,3.0,4.0,8.0,,1,6,1988,no
543,35,No,,1343.0,,16,1,medical,856.0,1.0,M,53.0,2.0,1.0, research scientist ,1.0,,2559.0,17852,1,,11.0,3.0,4.0,,0.0,6.0,3.0,2.0,6.0,,1,1,1988,no
544,33,No,,827.0, research & development ,1,4,,998.0,3.0,M,84.0,4.0,2.0, healthcare representative ,2.0,married,5488.0,20161,1,yes,13.0,3.0,1.0,,1.0,,2.0,3.0,6.0,,1,2,1990,yes
545,29,No,,1107.0,,28,4,life sciences,1120.0,3.0,M,93.0,3.0,1.0, research scientist ,4.0,divorced,2514.0,26968,4,no,22.0,4.0,1.0,,1.0,11.0,1.0,3.0,7.0,,1,7,1994,no
546,29,No,travel_frequently,490.0, research & development ,10,3,,1143.0,4.0,M,61.0,3.0,1.0, research scientist ,2.0,divorced,,17940,0,no,14.0,3.0,4.0,,2.0,8.0,2.0,2.0,7.0,,1,1,1994,yes
547,34,No,,1400.0,,9,1,life sciences,,2.0,M,70.0,3.0,2.0, sales executive ,3.0,married,,5829,1,,20.0,4.0,1.0,80.0,0.0,,3.0,2.0,6.0,,1,3,1989,no
548,28,No,travel_rarely,1179.0,,19,4,medical,,4.0,H,78.0,2.0,1.0, laboratory technician ,1.0,married,3196.0,12449,1,,12.0,3.0,3.0,,3.0,6.0,2.0,3.0,6.0,,3,3,1995,no
549,44,No,,1117.0,,2,1,life sciences,,1.0,M,72.0,4.0,1.0, research scientist ,4.0,married,,19982,1,,13.0,3.0,4.0,,1.0,10.0,5.0,3.0,10.0,,7,7,1979,no
550,31,No,travel_rarely,1332.0, research & development ,11,2,,1251.0,3.0,H,80.0,3.0,2.0, healthcare representative ,1.0,married,,17089,1,yes,12.0,,4.0,,0.0,6.0,2.0,2.0,6.0,,0,1,1992,no
551,26,No,,583.0, research & development ,4,2,life sciences,,3.0,H,53.0,3.0,1.0, research scientist ,4.0,,,9973,1,yes,20.0,4.0,2.0,80.0,0.0,,2.0,2.0,8.0,,2,2,1997,no
552,47,No,travel_rarely,465.0,,1,3,,1438.0,1.0,H,74.0,3.0,1.0, research scientist ,4.0,,3420.0,10205,7,no,12.0,3.0,3.0,80.0,1.0,17.0,2.0,2.0,6.0,,1,2,1976,yes
553,37,No,,1413.0, research & development ,5,2,,,3.0,H,84.0,4.0,1.0, laboratory technician ,3.0,single,,25470,0,no,14.0,3.0,1.0,,0.0,7.0,2.0,1.0,6.0,,1,3,1986,no
554,32,No,,1200.0,,1,4,,1574.0,4.0,H,0.0,3.0,2.0, research scientist ,1.0,married,4087.0,25174,4,,14.0,3.0,2.0,,1.0,9.0,3.0,2.0,6.0,,1,2,1991,yes
555,32,No,,977.0,,2,3,medical,1671.0,4.0,H,45.0,3.0,2.0, research scientist ,2.0,divorced,,25518,0,no,13.0,3.0,3.0,,2.0,10.0,4.0,2.0,9.0,,1,6,1991,yes
556,33,No,non-travel,530.0,,16,3,life sciences,,3.0,M,36.0,3.0,2.0, sales executive ,4.0,,5368.0,16130,1,yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,,1,2,1990,no
557,47,Yes,,1093.0, sales ,9,3,,,3.0,H,82.0,1.0,4.0, sales executive ,3.0,married,12936.0,24164,7,no,11.0,,3.0,,0.0,25.0,3.0,1.0,23.0,,14,10,1976,yes
558,41,Yes,,1102.0,,1,2,,,2.0,M,94.0,3.0,2.0, sales executive ,4.0,,,19479,8,yes,11.0,3.0,1.0,,0.0,8.0,0.0,1.0,6.0,,0,5,1982,no
559,35,No,travel_rarely,809.0, research & development ,16,3,medical,,1.0,H,84.0,4.0,1.0, laboratory technician ,2.0,married,,16479,0,,13.0,3.0,3.0,,1.0,6.0,5.0,3.0,5.0,,0,3,1988,no
560,29,No,travel_rarely,1328.0,,2,3,life sciences,94.0,3.0,H,76.0,3.0,1.0, research scientist ,2.0,married,,4956,0,no,23.0,4.0,4.0,,1.0,,3.0,3.0,5.0,,0,4,1994,no
561,32,No,travel_rarely,548.0,,1,3,life sciences,,2.0,H,66.0,3.0,2.0, research scientist ,2.0,,,7346,1,no,17.0,3.0,2.0,80.0,2.0,10.0,3.0,3.0,10.0,,0,9,1991,yes
